articleLink,imageLink,color
http://iphonefresh.com/2018/10/12/spacex-satellite-launch-lights-up-sky-social-media.html,https://img.purch.com/w/660/aHR0cDovL3d3dy5zcGFjZS5jb20vaW1hZ2VzL2kvMDAwLzA3OS85MDcvb3JpZ2luYWwvZ2FyY2V0dGktc3BhY2V4LXBsdW1lLWxhLmpwZw==,Black
http://androidevo.com/2018/10/12/spacex-falcon-9-rocket-carrying-argentinian-satellite-takes.html,https://cdn.fstoppers.com/styles/full/s3/media/2018/10/08/falcon-rocket-spacex-timelapse-launch-trail.jpg,Black
http://androidevo.com/2018/10/12/paul-pogba-reveals-two-areas-of-his-game-he-must-improve.html,https://e3.365dm.com/18/10/768x432/skysports-louis-saha-manchester-united_4439372.jpg,Red
http://androidevo.com/2018/10/12/paul-pogba-reveals-two-areas-of-his-game-he-must-improve.html,https://e3.365dm.com/18/10/768x432/skysports-louis-saha-manchester-united_4439372.jpg,Brown
https://spacenews.com/air-force-funding-three-new-rockets-to-compete-with-spacex-but-only-intends-to-buy-launch-services-from-two-providers/,https://spacenews.com/wp-content/uploads/2018/04/Omega_in_Flight-879x485.jpg,Black
http://content-base.co/2018/10/12/mexico-beach-is-in-ruins-after-hurricane-michael-made/,https://www.41nbc.com/wp-content/uploads/2018/01/fairgrounds.jpg,White
http://aviationweek.com/commercializing-space/spacex-loses-out-us-air-force-next-gen-launcher-development,http://aviationweek.com/site-files/aviationweek.com/files/uploads/2018/10/lsaawardspromoblueorigin.jpg,Grey
http://aviationweek.com/commercializing-space/spacex-loses-out-us-air-force-next-gen-launcher-development,http://aviationweek.com/site-files/aviationweek.com/files/uploads/2018/10/lsaawardspromoblueorigin.jpg,Blue
http://babescapes.gallery/2018/10/12/trey-songz-loses-his-mind-over-alien-looking-spacex/,https://sslh.ulximg.com/image/740x493/cover/1539037487_efc0f74eb79f9b7c6618b850922754f1.jpg/9a9044b5630c8be2b5d51d5554b27a5f/1539037487_966e850cd97ff37f26e20da5a3d28f5f.jpg,Black
https://finance.yahoo.com/news/china-win-ai-superpowers-war-us-just-2-years-ai-expert-182613807.html,https://s.yimg.com/uu/api/res/1.2/OwA.tRQBlS18_pnqVIdTKg--~B/aD0yODkxO3c9MjYzMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/9405b169d9ec6ca73762e260cb21d42c,White
https://finance.yahoo.com/news/china-win-ai-superpowers-war-us-just-2-years-ai-expert-182613807.html,https://s.yimg.com/uu/api/res/1.2/OwA.tRQBlS18_pnqVIdTKg--~B/aD0yODkxO3c9MjYzMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/9405b169d9ec6ca73762e260cb21d42c,Black
https://arstechnica.com/science/2018/10/on-thursday-a-rocket-failed-three-humans-remain-on-the-iss-whats-next/,https://cdn.arstechnica.net/wp-content/uploads/2018/10/DpPDwOSXcAASry--980x767.jpg,Black
http://infositehub.com/2018/10/11/astronauts-safe-after-failed-rocket-launch-emergency-bail.html,https://resources.stuff.co.nz/content/dam/images/1/s/6/8/m/a/image.related.StuffLandscapeSixteenByNine.620x350.1s68jf.png/1539251847426.jpg,Black
http://infositehub.com/2018/10/11/astronauts-safe-after-failed-rocket-launch-emergency-bail.html,https://resources.stuff.co.nz/content/dam/images/1/s/6/8/m/a/image.related.StuffLandscapeSixteenByNine.620x350.1s68jf.png/1539251847426.jpg,Grey
